Name;Nationality;University;Degree;Field;Start_year;End_year
Roberts_Donald;Western;Princeton;Bachelor;Arts;1909;1909
Roberts_Donald;Western;Princeton;Master;;1926;1926
Roberts_R.P.;Western;Colorado;Bachelor;Sciences;1910;1910
Rossiter_Fred J.;Western;Iowa State;Bachelor;Sciences;1920;1920
Rossiter_Fred J.;Western;Iowa State;Master;Sciences;1928;1928
Seibert_Elvin;Western;Columbia;Bachelor;Arts;1924;1924
Sellers_C.G.;Western;Sewanee;;;1917;1917
Sellett_George;Western;Michigan;Bachelor;Arts;1920;1920
Sellett_George;Western;Michigan;Doctorate;Law;1922;1922
Service_Robert R.;Western;California;Bachelor;Sciences;1902;1902
Sheridan_H.J.;Western;Yale;Bachelor;Philosophy;1911;1911
Simmons_W.M.;Western;Columbia;Bachelor;Arts;1923;1923
Sipprell_William A._Jr.;Western;Oregon;;;1929;1929
Siroff_Michael P.;Western;Southern California;Bachelor;Sciences;1932;1932
Smith_H. Maxcy_Jr.;Western;Hampden;Bachelor;Arts;1929;1929
Smith_W. Rector;Western;Washington;Doctorate;Dental Surgery;1907;1907
Speery_Henry M.;Western;Michigan;;;1924;1925
Speery_Henry M.;Western;Columbia;Bachelor;Arts;1928;1928
Stocker_E.C.;Western;Wisconsin;Bachelor;Sciences;1909;1909
Stocker_E.C.;Western;Wisconsin;Certificate;Engineering;1924;1924
Tobin_Chester M.;Western;Macalester;Bachelor;Arts;1920;1920
Vanderburgh_R.M.;Western;Wooster;;;1917;1917
Vaughn_Charles S.;Western;Vanderbilt;;;1926;1926
Villers_Ernest;Western;Denison;Bachelor;Sciences;1914;1914
Villers_Ernest;Western;Oklahoma;Bachelor;Rhetoric;1919;1919
Villers_Ernest;Western;Texas;;;1927;1930
Wadsworth_Julius;Western;Harvard;Bachelor;Arts;1926;1926
Watson_Felthan;Western;St. Louis;Bachelor;Law;1924;1924
Welles_Henry H.;Western;Princeton;Bachelor;Sciences;1921;1921
Welles_Henry H.;Western;Columbia;Doctorate;Undetermined;1932;1932
Wells_Ralph Crane;Western;Colorado;Bachelor;Sciences;1901;1901
Wells_Ralph Crane;Western;Colorado;Doctorate;Undetermined;1931;1931
Wells_Ralph Crane;Western;Columbia;Master;;1920;1920
West_Eric Ralph;Western;California;Bachelor;Arts;1917;1917
West_Eric Ralph;Western;George Washington;Bachelor;Law;1927;1927
Wilbur_Hollis A.;Western;Ohio Wesleyan;Bachelor;Arts;1896;1896
Wilbur_Hollis A.;Western;Ohio Wesleyan;Master;Arts;1896;1896
Wythe_Donald H.;Western;New York University;;;1914;1916
Young_Arthur N.;Western;Occidental;Bachelor;Arts;1910;1910
Young_Arthur N.;Western;George Washington;Bachelor;Law;1927;1927
Young_Arthur N.;Western;Princeton;Bachelor;Philosophy;1914;1914
